,Prediction,Target,Bert scores,Human scores,F1
2886,experimentation,timing optimization,0.097390786,0.04,0.0
2888,errors,signal integrity,-0.072365627,0.02,0.0
2890,size,timing optimization,-0.019178193,0.93,0.0
2892,order,signal integrity,-0.08955767,0.02,0.0
2894,optimality,signal integrity,0.06673841900000001,0.034,0.0
2896,"['crosstalk', 'interconnect', 'addressing', 'computation', 'reduction', 'circuits', 'layout', 'paper', 'express', 'topologies', 'input', 'experimentation', 'errors', 'size', 'order', 'optimality']","['coupled noise', 'signal integrity', 'timing optimization']",0.0,0.21,0.0
2898,genetic algorithm,hybrid genetic algorithm,0.597858667,0.43,0.0
2900,energy efficient,data center,0.10914397199999999,0.2,0.0
2902,virtual machine placement,virtual machine placement,1.0,1.0,1.0
2904,data center,data center,1.0,1.0,1.0
2906,"['genetic algorithm', 'energy efficient', 'virtual machine placement', 'data center']","['hybrid genetic algorithm', 'virtual machine placement', 'data center', 'server consolidation', 'cloud computing']",0.577301926083035,0.32,0.4444444444444445
2908,sensitivity,sensitivity,1.0,1.0,1.0
2910,surface plasmon resonance,surface plasmon resonance,0.9999997620000001,1.0,1.0
2912,tapered profile,tapered profiles,0.840321302,1.0,1.0
2914,plasmonic condition,surface plasmon resonance,0.34070318899999996,0.21,0.0
2916,"['sensitivity', 'surface plasmon resonance', 'tapered profile', 'plasmonic condition']","['sensitivity', 'surface plasmon resonance', 'tapered profiles', 'taper ratio', 'sinusoidal tapered profile']",0.6872196315042445,0.8,0.6666666666666665
2918,contrast enhancement,contrast enhancement,1.0,1.0,1.0
2920,genetic algorithm,genetic algorithm,1.000000238,1.0,1.0
2922,histogram equalization,contrast enhancement,0.231805727,0.32,0.0
2924,detail enhancement,contrast enhancement,0.494506955,0.21,0.0
2926,contrast enhancement he,contrast enhancement,0.722313166,0.92,0.0
2928,"['contrast enhancement', 'genetic algorithm', 'histogram equalization', 'detail enhancement', 'contrast enhancement he']","['contrast enhancement', 'genetic algorithm', 'natural looking images']",0.6548081563763499,0.1,0.5
2930,leakage resilience,leakage resilient cryptography,0.65908742,0.32,0.0
2932,hidden shares number problem,hidden number problem,0.6639556289999999,0.21,0.0
2934,elgamal cryptosystem,elgamal,0.46708893799999995,0.1,0.0
2936,stateful decryption,cryptography,0.163064405,0.12,0.0
2938,94a60,elgamal,-0.009857158000000001,0.1,0.0
2940,68p25,elgamal,0.005756246,0.1,0.0
2942,"['leakage resilience', 'hidden shares number problem', 'elgamal cryptosystem', 'stateful decryption', '94a60', '68p25']","['hidden number problem', 'elgamal', 'cryptography', 'leakage resilient cryptography', 'lattice based attacks']",0.32547854293476447,0.23,0.0
2944,low resolution document image,character segmentation,-0.052912112000000004,0.21,0.0
2946,repetitive character behaviour,repetition,0.326731801,0.43,0.0
2948,image reconstruction,character segmentation,0.309972882,0.1,0.0
2950,image interpolation,character segmentation,0.461983949,0.1,0.0
2952,image restoration,restoration,0.410600126,0.34,0.0
2954,"['low resolution document image', 'repetitive character behaviour', 'image reconstruction', 'image interpolation', 'image restoration']","['repetition', 'character segmentation', 'ocr', 'interpolation', 'restoration', 'bimodal distribution']",0.19408299386893843,0.23,0.0
2956,inflammation,inflammation,1.000000238,1.0,1.0
2958,endothelial cells,gene expression regulation,0.066535071,0.21,0.0
2960,vascular smooth muscle cells,gene expression regulation,0.063028008,0.21,0.0
2962,microarray analysis,gene expression profiling,0.33072933600000004,0.32,0.0
2964,il <digit>,interleukin <digit> beta,0.254885405,0.43,0.0
2966,tnf,tnf,1.0,1.0,1.0
2968,coronary artery endothelium,gene expression regulation,-0.006111686999999999,0.21,0.0
2970,tnf receptor,tnf,0.644929826,0.21,0.0
2972,il <digit> receptor,interleukin <digit> beta,0.157986268,0.21,0.0
2974,"['inflammation', 'endothelial cells', 'vascular smooth muscle cells', 'microarray analysis', 'il <digit>', 'tnf', 'coronary artery endothelium', 'tnf receptor', 'il <digit> receptor']","['inflammation', 'tnf', 'interleukin <digit> beta', 'gene expression profiling', 'gene expression regulation']",0.3388259174498008,0.32,0.2857142857142857
2976,x ray photoelectron spectroscopy,x ray photoelectron spectroscopy,1.0,1.0,1.0
2978,neural network,neural network,1.0,1.0,1.0
2980,plasma etching,plasma etching,1.0,1.0,1.0
2982,etch rate,model,0.041888889,0.21,0.0
2984,surface roughness,surface roughness,1.0,1.0,1.0
2986,atomic force microscopy,atomic force microscopy,1.0,1.0,1.0
2988,"['x ray photoelectron spectroscopy', 'neural network', 'plasma etching', 'etch rate', 'surface roughness', 'atomic force microscopy']","['x ray photoelectron spectroscopy', 'neural network', 'model', 'plasma etching', 'surface roughness', 'atomic force microscopy']",0.8333333333333334,0.78,0.8333333333333334
2990,cache replacement algorithm,proxy caching,0.28844639699999997,0.12,0.0
2992,transcoding proxy,proxy caching,0.254936278,0.23,0.0
2994,video object profit function,proxy caching,0.047936704000000004,0.34,0.0
2996,transcoding delay,multimedia streaming,0.131194666,0.54,0.0
2998,streaming media caching,streaming media distribution,0.641561389,0.32,0.0
3000,"['cache replacement algorithm', 'transcoding proxy', 'video object profit function', 'transcoding delay', 'streaming media caching']","['computer networks', 'multimedia communication', 'multimedia streaming', 'prefix caching', 'proxy caching', 'streaming media distribution']",0.11664752526716751,0.32,0.0
3002,nonfunctional requirements,nonfunctional requirements,1.000000238,1.0,1.0
3004,software quality,software engineering,0.56423223,1.0,0.0
3006,requirements refinement,nonfunctional requirements,0.138601243,0.21,0.0
3008,requirements engineering,software engineering,0.345038265,0.67,0.0
3010,"['nonfunctional requirements', 'software quality', 'requirements refinement', 'requirements engineering']","['nonfunctional requirements', 'software engineering', 'aspect oriented programming']",0.4469235624585833,0.43,0.28571428571428575
3012,gravity,image guidance,0.06458783900000001,0.32,0.0
3014,deformation,brain deformation model,0.286316574,0.32,0.0
3016,neurosurgery,consolidation,0.060081098,0.05,0.0
3018,registration,consolidation,0.249504477,0.05,0.0
3020,image guided surgery,image guidance,0.39981135700000003,0.32,0.0
3022,model updating,image guidance,0.219371662,0.06,0.0
3024,"['gravity', 'deformation', 'neurosurgery', 'registration', 'image guided surgery', 'model updating']","['image guidance', 'brain shift', 'brain deformation model', 'consolidation', 'finite element model', 'porous media']",0.0,0.1,0.0
3026,communication structure,social media,0.167951435,0.1,0.0
3028,collective action,collective action,1.0,1.0,1.0
3030,social media,social media,1.0,1.0,1.0
3032,social media tools,social media,0.689181864,0.21,0.0
3034,social network analysis,social media,0.423452199,0.21,0.0
3036,"['communication structure', 'collective action', 'social media', 'social media tools', 'social network analysis']","['collective action', 'social media', 'backchannel', 'crowdsourcing', 'collective intelligence', 'real time web', 'micro channel']",0.4590520080166838,0.23,0.3333333333333333
3038,randomized trials,randomized controlled trial,0.6737760309999999,0.21,0.0
3040,abstracts,structured abstracts,0.37612724299999994,0.1,0.0
3042,consort,conference proceedings,0.023889262,0.1,0.0
3044,abstract reporting,structured abstracts,0.19024238,0.1,0.0
3046,"['randomized trials', 'abstracts', 'consort', 'abstract reporting', 'abstract reporting', 'abstract reporting', 'abstract reporting', 'abstract reporting', 'abstract reporting', 'abstract reporting', 'abstract reporting', 'abstract reporting', 'abstract reporting', 'abstract reporting', 'abstract reporting', 'abstract reporting']","['conference proceedings', 'checklists', 'randomized controlled trial', 'methodological quality', 'structured abstracts']",0.0641691457657587,0.21,0.0
3048,continuous testing,continuous testing,0.9999997620000001,0.32,1.0
3050,eclipse,testing,-0.127458438,0.1,0.0
3052,regression testing,continuous testing,0.348098665,0.12,0.0
3054,software testing,continuous testing,0.36126112899999996,0.32,0.0
3056,software maintenance,development environments,0.207348213,0.04,0.0
3058,"['continuous testing', 'eclipse', 'regression testing', 'software testing', 'software maintenance']","['continuous testing', 'testing', 'development environments']",0.24999994039535517,0.1,0.25
3060,logit model,bayesian statistic,0.12277954099999999,0.1,0.0
3062,markov chain monte carlo,markov chain monte carlo,1.0,1.0,1.0
3064,non informative priors,bayesian statistic,-0.11111854800000001,0.02,0.0
3066,adaptive priors,adaptive algorithm,0.41107401299999996,0.01,0.0
3068,bayesian inference,bayesian statistic,0.700499654,0.02,0.0
3070,"['logit model', 'markov chain monte carlo', 'non informative priors', 'adaptive priors', 'bayesian inference']","['markov chain monte carlo', 'metropolishastings algorithm', 'bayesian statistic', 'adaptive algorithm', 'stationarity', 'convergence assessment']",0.38392248478802765,0.1,0.1818181818181818
3072,adaboost,multiclass adaboost,0.422114462,0.01,0.0
3074,music classification,genre classification,0.621524096,0.02,0.0
3076,feature extraction,audio feature aggregation,0.451121658,0.03,0.0
3078,music information retrieval,audio feature aggregation,0.46978873,0.04,0.0
3080,"['adaboost', 'music classification', 'feature extraction', 'music information retrieval', 'music information retrieval', 'music information retrieval']","['genre classification', 'mirex', 'artist recognition', 'audio feature aggregation', 'multiclass adaboost']",0.3724543615810291,0.45,0.0
3082,analog signal theory,analog signal theory,0.9999997620000001,1.0,1.0
3084,functional analysis,functional analysis,1.0,1.0,1.0
3086,fourier transform,fourier transforms,0.888865352,1.0,1.0
3088,derivative,functional analysis,-0.013119831,0.12,0.0
3090,weak limit calculation,weak limit,0.610699475,0.12,0.0
3092,signal analysis,functional analysis,0.545884907,0.21,0.0
3094,signal processing,analog signal theory,0.378500134,0.32,0.0
3096,"['analog signal theory', 'functional analysis', 'fourier transform', 'derivative', 'weak limit calculation', 'signal analysis', 'signal processing', 'signal processing']","['weak limit', 'analog signal theory', 'functional analysis', 'fourier transforms', 'schwartz distribution']",0.5871508388874093,0.43,0.4615384615384615
3098,social,internet,0.297777236,0.23,0.0
3100,informal,computational economics,-0.005337751999999999,0.43,0.0
3102,infrastructure,information infrastructure,0.522078037,0.43,0.0
3104,behavioral,cognitive science,0.123371705,0.04,0.0
3106,economics,computational economics,0.308472931,0.02,0.0
3108,research,internet,0.37863221799999996,0.2,0.0
3110,science,internet,0.382781386,0.2,0.0
3112,global,internet,0.400622129,0.04,0.0
3114,network,internet,0.415021211,0.2,0.0
3116,computation,computational economics,0.491697341,0.54,0.0
3118,communication,internet,0.30178648199999997,0.43,0.0
3120,internet,internet,0.9999997620000001,1.0,1.0
3122,linking,digital library,0.00036229,0.21,0.0
3124,digital libraries,digital library,0.8494619729999999,1.0,1.0
3126,distributed,digital library,-0.006780985,0.2,0.0
3128,data,internet,0.375970691,0.1,0.0
3130,sorting,computational economics,0.13034506099999998,0.2,0.0
3132,workshop,internet,0.364277929,0.02,0.0
3134,applications,computational economics,0.076650314,0.03,0.0
3136,high performance computing,computational economics,0.27600494,0.01,0.0
3138,cognition,cognitive science,0.417802006,0.2,0.0
3140,computational,computational economics,0.635559082,0.1,0.0
3142,"['social', 'informal', 'infrastructure', 'behavioral', 'economics', 'research', 'science', 'global', 'network', 'computation', 'communication', 'internet', 'linking', 'digital libraries', 'distributed', 'data', 'sorting', 'workshop', 'applications', 'high performance computing', 'cognition', 'computational']","['information infrastructure', 'internet', 'digital library', 'cognitive science', 'computational geography', 'computational economics', 'artificial intelligence']",0.31296782290377323,0.54,0.13793103448275862
3144,public participation,public participation,0.9999997620000001,1.0,1.0
3146,geographical information systems,public participation,0.11558995400000001,0.21,0.0
3148,world wide web,web,0.214983195,0.12,0.0
3150,planning,planning for real,0.374201685,0.21,0.0
3152,online systems,public participation,0.146895036,0.32,0.0
3154,environmental planning,public participation,0.229509577,0.12,0.0
3156,"['public participation', 'geographical information systems', 'world wide web', 'planning', 'online systems', 'environmental planning']","['web', 'public participation', 'gis', 'planning for real']",0.19999995231628417,0.32,0.2
3158,medical image analysis,biomedical imaging,0.507945538,0.21,0.0
3160,cancer management,biomedical imaging,0.290884435,0.21,0.0
3162,natural computing,biomedical imaging,0.23958627899999999,0.12,0.0
3164,fuzzy sets,evolutionary algorithms,0.151430592,0.21,0.0
3166,neural networks,biomedical imaging,0.357900888,0.32,0.0
3168,genetic algorithms,evolutionary algorithms,0.551464617,0.41,0.0
3170,rough sets,feature selection,-0.07743523299999999,0.21,0.0
3172,swarm intelligence,evolutionary algorithms,0.19007745399999998,0.03,0.0
3174,radiographic imaging,biomedical imaging,0.37004923799999995,0.02,0.0
3176,segmentation,segmentation,0.9999997620000001,0.34,1.0
3178,feature extraction,feature selection,0.441694528,0.54,0.0
3180,selection,feature selection,0.27578938,0.43,0.0
3182,swarm intelligence based decision making,biomedical imaging,0.139741659,0.23,0.0
3184,"['medical image analysis', 'cancer management', 'natural computing', 'fuzzy sets', 'neural networks', 'genetic algorithms', 'rough sets', 'swarm intelligence', 'radiographic imaging', 'segmentation', 'feature extraction', 'selection', 'swarm intelligence based decision making']","['segmentation', 'quantitative imaging', 'feature selection', 'radiomics', 'evolutionary algorithms', 'biomedical imaging']",0.2632741520279332,1.0,0.10526315789473684
3186,lagrangian model,parallel eulerian lagrangian cfd,0.264466912,0.21,0.0
3188,cfd,parallel eulerian lagrangian cfd,0.047108196,0.32,0.0
3190,particle tracking,parallel particle tracking,0.577004611,0.67,0.0
3192,domain decomposition,parallelisation of the spray model,0.09998807300000001,0.43,0.0
3194,parallel computing,parallel particle tracking,0.595793009,0.2,0.0
3196,"['lagrangian model', 'cfd', 'particle tracking', 'domain decomposition', 'parallel computing']","['parallel eulerian lagrangian cfd', 'parallel particle tracking', 'parallelisation of the spray model']",0.2150857727529029,0.1,0.0
3198,triangulation,minimal triangulation,0.539015472,0.32,0.0
3200,elimination game,minimal triangulation,-0.050661295999999995,0.43,0.0
3202,minimum degree,minimum degree,1.000000238,1.0,1.0
3204,parallel algorithm,parallel and sequential algorithms,0.470295578,0.12,0.0
3206,gaussian elimination,chordal graphs,0.033055707999999996,0.21,0.0
3208,"['triangulation', 'elimination game', 'minimum degree', 'parallel algorithm', 'gaussian elimination']","['minimum degree', 'minimal triangulation', 'chordal graphs', 'parallel and sequential algorithms']",0.44651361968782216,0.45,0.22222222222222224
3210,quality evaluation,quality model,0.524793386,0.1,0.0
3212,e government,e government,1.0,0.21,1.0
3214,digital services,quality of service,0.23409697399999999,0.32,0.0
3216,quality model,quality model,1.0,1.0,1.0
3218,"['quality evaluation', 'e government', 'digital services', 'quality model']","['e government', 'quality model', 'quality of service']",0.6484478638950023,0.75,0.5714285714285715
3220,incremental redundancy,hybrid fec arq scheme,0.057113095999999995,0.12,0.0
3222,v blast,hybrid fec arq scheme,0.002679312,0.21,0.0
3224,forward error correction,ldpc codes,-0.07717111,0.12,0.0
3226,automatic repeat request,hybrid fec arq scheme,-0.0076389019999999995,0.31,0.0
3228,adaptive code selection,ldpc codes,0.09013596900000001,0.12,0.0
3230,low density parity check codes,ldpc codes,0.23376475300000002,0.32,0.0
3232,"['incremental redundancy', 'v blast', 'forward error correction', 'automatic repeat request', 'adaptive code selection', 'low density parity check codes']","['ldpc codes', 'hybrid fec arq scheme', 'mimo system']",0.0,0.23,0.0
3234,averaging lateration,averaging,0.491458058,0.56,0.0
3236,mixture of gaussians,robust estimator,-0.019345015,0.54,0.0
3238,robust averaging,robust averaging,1.0,1.0,1.0
3240,cramrrao lower bound,robust averaging,-0.046400577,0.21,0.0
3242,time difference of arrival,least squares time difference of arrival location estimator,0.350544423,0.12,0.0
3244,trimmed mean robust averager,robust averaging,0.062013272,0.32,0.0
3246,"['averaging lateration', 'mixture of gaussians', 'robust averaging', 'cramrrao lower bound', 'time difference of arrival', 'trimmed mean robust averager']","['averaging', 'lateration', 'robust averaging', 'least squares time of arrival location estimator', 'least squares time difference of arrival location estimator', 'robust estimator']",0.2485763430595398,0.12,0.16666666666666666
3248,spatially correlated noise,channel estimation,-0.01256615,0.03,0.0
3250,channel estimation,channel estimation,1.0,1.0,1.0
3252,cramer rao bound,crb,0.12116850900000001,1.0,0.0
3254,multi input multi output systems,turbo code,-0.15754956,0.12,0.0
3256,expectation maximization algorithm,expectation maximization,0.778561473,0.75,0.0
3258,"['spatially correlated noise', 'channel estimation', 'cramer rao bound', 'multi input multi output systems', 'expectation maximization algorithm']","['mimo', 'channel estimation', 'expectation maximization', 'turbo code', 'crb', 'ber']",0.3233748132532293,0.43,0.1818181818181818
3260,scientific workflows,scientific workflows,1.0,1.0,1.0
3262,kepler,kepler,0.9999997620000001,1.0,1.0
3264,dataflow,scientific workflows,0.37287429,0.12,0.0
3266,tagged dataflow,scientific workflows,0.266417682,0.12,0.0
3268,scalability,scientific workflows,0.039695635,0.21,0.0
3270,s,scientific workflows,-0.248917535,0.2,0.0
3272,"['scientific workflows', 'kepler', 'dataflow', 'tagged dataflow', 'scalability', 'scalability', 'scalability', 'scalability', 'scalability', 'scalability', 's']","['parameter exploration', 'many task computing', 'scientific workflows', 'kepler']",0.2666666348775228,0.32,0.26666666666666666
3274,group,group context,0.410764188,0.2,0.0
3276,context,context,0.9999997620000001,1.0,1.0
3278,adapt,context,0.324691445,0.12,0.0
3280,recommendation,content recommendation,0.132405296,0.56,0.0
3282,groupware,group context,0.237048462,0.32,0.0
3284,communities,semantic models,0.107171357,0.04,0.0
3286,applications,semantic models,0.073554359,0.23,0.0
3288,user interface,user context,0.426540643,0.54,0.0
3290,user,user context,0.32377544,0.67,0.0
3292,interfaces,semantic models,0.26125288,0.12,0.0
3294,developer,content recommendation,-0.067063637,0.04,0.0
3296,proven,context,0.285674304,0.012,0.0
3298,systems,semantic models,0.091998897,0.03,0.0
3300,paper,context,0.238041565,0.04,0.0
3302,understandability,semantic models,-0.09713123,0.01,0.0
3304,informal,semantic models,0.042495782999999995,0.012,0.0
3306,scenario,context,0.11073283099999999,0.04,0.0
3308,computation,semantic models,0.094309829,0.05,0.0
3310,semantic models,semantic models,1.0,1.0,1.0
3312,goals,semantic models,0.09390454699999999,0.12,0.0
3314,change,context,0.161642,0.1,0.0
3316,"['group', 'context', 'context', 'adapt', 'recommendation', 'groupware', 'communities', 'applications', 'user interface', 'user', 'interfaces', 'developer', 'proven', 'systems', 'paper', 'understandability', 'informal', 'scenario', 'computation', 'semantic models', 'goals', 'change']","['group context', 'group context based adaptation', 'context', 'user context', 'semantic models', 'content recommendation']",0.2549212452501423,0.12,0.21428571428571427
3318,trust,trust,1.0,1.0,1.0
3320,control,control,1.0,1.0,1.0
3322,autonomy,autonomous agents,0.379489332,0.12,0.0
3324,guaranties,cooperation,0.125830054,0.23,0.0
3326,resemblance,cooperation,0.081294633,0.12,0.0
3328,"['trust', 'control', 'autonomy', 'guaranties', 'resemblance']","['trust', 'control', 'autonomous agents', 'cooperation', 'adjustable autonomy']",0.4000000000000001,0.04,0.4000000000000001
3330,ubiquitous learning,ubiquitous learning,1.0,0.02,1.0
3332,u learning,ubiquitous learning,0.114546299,0.04,0.0
3334,playful aspects,software engineering,0.027817754,0.05,0.0
3336,learning strategies,software engineering,0.23641194399999998,0.03,0.0
3338,ui design,design interactive,0.26514953399999996,0.1,0.0
3340,ui validation,gamification,0.055085960999999996,0.04,0.0
3342,"['ubiquitous learning', 'u learning', 'playful aspects', 'learning strategies', 'ui design', 'ui validation']","['ubiquitous learning', 'ubiquitous computing', 'software engineering', 'design interactive', 'gamification']",0.2244372869739189,0.1,0.1818181818181818
3344,cooperative networks,cooperative networks,1.0,1.0,1.0
3346,distributed orthogonal space time block codes,distributed space time block codes,0.781569064,1.0,0.0
3348,single symbol maximum likelihood decodable codes,single symbol maximum likelihood decoding,0.664221108,1.0,0.0
3350,"['cooperative networks', 'distributed orthogonal space time block codes', 'single symbol maximum likelihood decodable codes']","['cooperative networks', 'diversity', 'distributed space time block codes', 'single symbol maximum likelihood decoding']",0.6987971918923515,0.95,0.28571428571428575
3352,ontology,ontology,1.0,1.0,1.0
3354,data mining,data mining,1.0,1.0,1.0
3356,sport marketing,sport marketing,1.000000238,1.0,1.0
3358,association rules,sport marketing,0.272305727,0.12,0.0
3360,clustering analysis,clustering analysis,1.0,0.2,1.0
3362,"['ontology', 'data mining', 'sport marketing', 'association rules', 'clustering analysis']","['ontology', 'data mining', 'sport marketing', 'apriori algorithm', 'clustering analysis', 'endorser', 'media']",0.6666667064030966,0.8,0.6666666666666666
3364,character animation,character animation,1.0,1.0,1.0
3366,animation,animation,1.0,1.0,1.0
3368,systems,systems,1.0,1.0,1.0
3370,edit,edit,1.000000238,1.0,1.0
3372,interaction,interaction,1.0,1.0,1.0
3374,minimal,minimal,1.0,1.0,1.0
3376,training,training,1.0,1.0,1.0
3378,prototype,prototype,1.0,1.0,1.0
3380,express,express,0.9999997620000001,1.0,1.0
3382,motion,motion,1.0,1.0,1.0
3384,real time,real time,1.0,1.0,1.0
3386,motion capture,motion capture,1.0,1.0,1.0
3388,framework,framework,1.0,1.0,1.0
3390,records,records,1.0,1.0,1.0
3392,user,user,0.9999997620000001,1.0,1.0
3394,analysis,analysis,0.999999583,1.0,1.0
3396,map,maps,0.8608168359999999,1.0,1.0
3398,virtual world,virtual world,1.000000238,1.0,1.0
3400,visualization,visualization,1.000000238,1.0,1.0
3402,feedback,feedback,1.0,1.0,1.0
3404,couples,couples,1.0,1.0,1.0
3406,complexity,complexity,1.0,1.0,1.0
3408,relationships,relationships,1.0,1.0,1.0
3410,"['character animation', 'animation', 'systems', 'edit', 'interaction', 'minimal', 'training', 'prototype', 'express', 'motion', 'real time', 'motion capture', 'framework', 'records', 'user', 'analysis', 'map', 'virtual world', 'visualization', 'feedback', 'couples', 'complexity', 'relationships']","['layer', 'character animation', 'character', 'animation', 'systems', 'edit', 'interaction', 'minimal', 'training', 'prototype', 'express', 'motion', 'real time', 'motion capture', 'framework', 'records', 'user', 'analysis', 'maps', 'virtual world', 'visualization', 'feedback', 'couples', 'complexity', 'motion editing', 'relationships', 'aspect', 'association', 'feature', 'change', 'demonstrate', 'examples', 'informal', 'user studies', 'novice', 'statistical analysis', '3d user interfaces', 'motion transformation']",0.7918071449503639,0.8,0.7540983606557378
3412,coordination languages,coordination language,0.861034572,1.0,1.0
3414,middleware,component technology,0.10408116099999999,0.12,0.0
3416,component systems,component technology,0.542839289,0.54,0.0
3418,extensible frameworks,distributed systems,0.39220190000000005,0.23,0.0
3420,cfs,software architectures,-0.078921735,0.12,0.0
3422,"['coordination languages', 'middleware', 'component systems', 'extensible frameworks', 'cfs']","['coordination language', 'distributed systems', 'component technology', 'developer framework', 'software architectures']",0.2807747721672058,0.43,0.20000000000000004
3424,blood flow,blood flow measurement,0.513402343,0.45,0.0
3426,angiography,x ray angiography,0.310795069,0.12,0.0
3428,blood flow measurement,blood flow measurement,1.0,0.45,1.0
3430,x ray angiography,x ray angiography,1.0,1.0,1.0
3432,"['blood flow', 'angiography', 'blood flow measurement', 'x ray angiography', 'blood flow measurement']","['blood flow measurement', 'x ray angiography', 'x ray measurements']",0.7707971090620468,0.67,0.7499999999999999
3434,his monitor,hospital information systems,0.065383576,0.34,0.0
3436,quality,quality,0.9999997620000001,1.0,1.0
3438,hospital information system,hospital information systems,0.919728577,1.0,1.0
3440,feasibility study,information management,0.052341148,0.12,0.0
3442,quality assessment,quality,0.459451765,0.42,0.0
3444,"['his monitor', 'quality', 'hospital information system', 'feasibility study', 'quality assessment']","['quality', 'hospital information systems', 'healthcare information systems', 'information management', 'evaluation', 'questionnaire']",0.44879861721904396,0.43,0.3636363636363636
3446,channel estimation,polynomial model,0.03750135,0.12,0.0
3448,finite parameter model,polynomial model,0.37625518399999996,0.32,0.0
3450,maximum likelihood equalizer,reduced complexity ml equalizer,0.334628671,0.1,0.0
3452,ofdm,polynomial model,-0.11643700300000001,0.23,0.0
3454,doubly selective channel,polynomial model,0.090581588,0.43,0.0
3456,kalman filter,recursive kalman,0.481630534,0.23,0.0
3458,"['channel estimation', 'finite parameter model', 'maximum likelihood equalizer', 'ofdm', 'doubly selective channel', 'kalman filter']","['polynomial model', 'oversampled basis expansion model', 'recursive kalman', 'reduced complexity ml equalizer']",0.09632610678672791,0.12,0.0
3460,web services,web services,1.0,1.0,1.0
3462,agent,intelligent agents,0.13030082,0.12,0.0
3464,exception management,exception management,1.0,1.0,1.0
3466,e commerce,securities trading,0.10007276400000001,0.32,0.0
3468,"['web services', 'agent', 'exception management', 'e commerce']","['web services', 'decision support systems', 'exception management', 'intelligent agents', 'securities trading']",0.4444444444444445,0.43,0.4444444444444445
3470,energy consumption,energy efficiency,0.60026443,0.34,0.0
3472,eml,eml,0.9999997620000001,1.0,1.0
3474,energy measurement,energy measurement library,0.680039763,0.67,0.0
3476,exascale computing,energy aware computing,0.23386879300000002,0.54,0.0
3478,parallel programming,energy aware computing,0.179700479,0.34,0.0
3480,energy efficiency,energy efficiency,1.0,1.0,1.0
3482,"['energy consumption', 'eml', 'energy measurement', 'exascale computing', 'parallel programming', 'energy efficiency']","['eml', 'energy measurement library', 'energy aware computing', 'energy efficiency']",0.6423211977799307,0.54,0.4
3484,methylation,dna methylation,0.48930922200000004,0.45,0.0
3486,representational difference analysis,genome scanning,0.076430716,0.05,0.0
3488,cancer,cancer,1.0,1.0,1.0
3490,dna,dna methylation,0.334861755,0.45,0.0
3492,hpaii,cpg island,0.236111999,0.23,0.0
3494,cpg islands,cpg island,0.8951905370000001,1.0,1.0
3496,sacii,cpg island,0.082102492,0.21,0.0
3498,nari,cpg island,0.052283421,0.43,0.0
3500,"['methylation', 'representational difference analysis', 'cancer', 'dna', 'hpaii', 'cpg islands', 'sacii', 'nari']","['cancer', 'cpg island', 'dna methylation', 'gene silencing', 'genome scanning']",0.36684611668953526,0.45,0.3076923076923077
3502,independent set,maximum independent set,0.646640122,0.23,0.0
3504,vertex cover,minimum vertex cover,0.23132422600000002,0.12,0.0
3506,dominating set,minimum dominating set,0.387655824,0.21,0.0
3508,graph minor,forbidden minor,0.157982901,0.32,0.0
3510,polynomial time algorithm,polynomial time approximation scheme,0.7619040009999999,0.04,0.0
3512,"['independent set', 'vertex cover', 'dominating set', 'graph minor', 'polynomial time algorithm']","['polynomial time approximation scheme', 'maximum independent set', 'minimum vertex cover', 'minimum dominating set', 'forbidden minor', 'separator', 'local optimization']",0.23475735386212665,0.05,0.0
3514,ranking,ranking fuzzy numbers,0.331528902,0.032,0.0
3516,fuzzy numbers,ranking fuzzy numbers,0.453253329,0.03,0.0
3518,optimism,index of optimism,0.17572806800000002,0.04,0.0
3520,neutrality,integral value,0.014009003,0.21,0.0
3522,liou wang index,index of modality,-0.04805477,0.12,0.0
3524,"['ranking', 'fuzzy numbers', 'optimism', 'neutrality', 'liou wang index']","['ranking fuzzy numbers', 'integral value', 'index of optimism', 'index of modality']",0.10072296195560033,0.43,0.0
3526,mobility based load control,mobility based load control,1.000000238,1.0,1.0
3528,hierarchical mobile ipv6,hierarchical mobile ipv6,1.0,1.0,1.0
3530,mobility anchor point,mobility anchor point,1.0,1.0,1.0
3532,continuous time markov chain,hierarchical mobile ipv6,0.06039191,0.12,0.0
3534,m g <digit> queueing model,admission control algorithm,0.15576382,0.21,0.0
3536,"['mobility based load control', 'hierarchical mobile ipv6', 'mobility anchor point', 'continuous time markov chain', 'm g <digit> queueing model']","['mobility based load control', 'hierarchical mobile ipv6', 'mobility anchor point', 'admission control algorithm', 'session to mobility ratio']",0.6000000476837158,0.43,0.6
3538,randomized diffusion,randomized algorithms,0.6191152329999999,0.12,0.0
3540,indivisible loads,randomized algorithms,0.012225548999999999,0.03,0.0
3542,discrepancy,diffusion,0.254806906,0.05,0.0
3544,load balancing,load balancing,1.0,1.0,1.0
3546,randomized algorithm,randomized algorithms,0.8740236159999999,1.0,1.0
3548,"['randomized diffusion', 'indivisible loads', 'discrepancy', 'load balancing', 'randomized algorithm']","['diffusion', 'distributed computing', 'load balancing', 'randomized algorithms', 'random walk']",0.42793929646316975,0.45,0.4000000000000001
3550,image segmentation,image segmentation,1.0,1.0,1.0
3552,region merging,region merging,0.9999997620000001,1.0,1.0
3554,sequential probability ratio test,wald 's sequential probability ratio test,0.623473346,0.12,0.0
3556,minimal cost criterion,dynamic programming,0.08789803800000001,0.04,0.0
